pointX,pointY,pointZ,normalX,normalY,normalZ,camera1X,camera1Y,camera1Z,camera2X,camera2Y,camera2Z,RWorldToCamera1_11,RWorldToCamera1_12,RWorldToCamera1_13,RWorldToCamera1_21,RWorldToCamera1_22,RWorldToCamera1_23,RWorldToCamera1_31,RWorldToCamera1_32,RWorldToCamera1_33,RCamera2ToWorld_11,RCamera2ToWorld_12,RCamera2ToWorld_13,RCamera2ToWorld_21,RCamera2ToWorld_22,RCamera2ToWorld_23,RCamera2ToWorld_31,RCamera2ToWorld_32,RCamera2ToWorld_33
-0.195469,0.340699,1.89361,-0.377259,-0.367299,-0.850157,-2.10995,0.000465607,-0.918597,-0.195663,0.34051,1.89318,0.923803,-0.247111,-0.292446,0.206488,0.964784,-0.162953,0.322415,0.0901494,0.942296,-0.697585,-0.609139,-0.377259,0.716502,-0.593057,-0.367299,0,0.526529,-0.850157
-0.195469,0.340699,1.89361,-0.377259,-0.367299,-0.850157,-1.18478,0.000590428,-0.649761,-0.195684,0.34049,1.89313,0.993237,-0.116101,-1.3145e-07,0.114104,0.976147,-0.184708,0.021445,0.183459,0.982793,-0.697585,-0.609139,-0.377259,0.716502,-0.593057,-0.367299,0,0.526529,-0.850157
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,-0.07555,0.00103718,-0.259122,0.453786,0.229928,1.70224,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,0.941506,-2.77556e-17,-0.0130957,0.453768,0.229926,1.70227,0.994195,-0.0679198,0.08344,0.0915075,0.941695,-0.323784,-0.0565837,0.32954,0.942444,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,0.938975,9.35498e-05,0.00216803,0.453744,0.229924,1.70231,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,0.927307,0.00413754,0.0149121,0.453698,0.229921,1.70238,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,-0.0681423,-0.00736975,-0.257451,0.453786,0.229928,1.70224,0.847256,-0.271326,-0.456662,0.216762,0.961469,-0.169093,0.484946,0.044278,0.873423,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,0.94399,6.40016e-05,-0.00124293,0.453781,0.229928,1.70225,0.996363,-0.0840907,-0.0137599,0.0839486,0.996414,-0.010603,0.0146021,0.00940934,0.999849,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,-0.0787986,-0.00266812,-0.263542,0.453793,0.229929,1.70223,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.453512,0.229905,1.70266,0.545404,0.0464086,-0.836888,2.36012,-0.0730455,0.226426,0.453545,0.229907,1.70261,0.372995,0.367053,0.852143,-0.0181638,0.921135,-0.38882,-0.927656,0.12955,0.350245,0.0847839,0.833874,0.545404,-0.996399,0.0709546,0.0464086,0,0.547375,-0.836888
0.280284,0.27359,1.71428,0.732597,-0.294086,-0.613853,-1.13491,-0.000532772,-0.656319,0.280591,0.273467,1.71402,0.66608,-0.365069,-0.650433,0.261601,0.930981,-0.254638,0.6985,-0.000544139,0.71561,-0.372534,0.569667,0.732597,-0.928019,-0.228681,-0.294086,0,0.78942,-0.613853
0.280284,0.27359,1.71428,0.732597,-0.294086,-0.613853,-0.0787986,-0.00266812,-0.263542,0.280658,0.27344,1.71396,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.372534,0.569667,0.732597,-0.928019,-0.228681,-0.294086,0,0.78942,-0.613853
0.280284,0.27359,1.71428,0.732597,-0.294086,-0.613853,-0.07555,0.00103718,-0.259122,0.280649,0.273443,1.71397,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.372534,0.569667,0.732597,-0.928019,-0.228681,-0.294086,0,0.78942,-0.613853
0.280284,0.27359,1.71428,0.732597,-0.294086,-0.613853,-1.11345,-0.000484205,-0.620124,0.280655,0.273441,1.71396,0.883336,-0.27999,-0.375931,0.21699,0.955147,-0.201519,0.415492,0.0964356,0.90447,-0.372534,0.569667,0.732597,-0.928019,-0.228681,-0.294086,0,0.78942,-0.613853
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,-0.0787986,-0.00266812,-0.263542,-0.371702,0.385345,1.80284,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,0.938975,9.35498e-05,0.00216803,-0.37169,0.385332,1.80282,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,-0.07555,0.00103718,-0.259122,-0.371705,0.385347,1.80284,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,-0.0862048,-0.0006734,-0.26718,-0.371683,0.385325,1.80281,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,-0.0890411,0.0014642,-0.262717,-0.371683,0.385325,1.8028,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,-0.0932988,-0.00036775,-0.255494,-0.371695,0.385337,1.80283,0.871074,0.123262,0.475434,0.0297983,0.95295,-0.301659,-0.490248,0.276935,0.826417,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-0.371927,0.385578,1.80322,0.447375,-0.464463,-0.764284,-0.092484,-5.41766e-05,-0.25601,-0.371695,0.385337,1.80283,0.871342,0.123735,0.474819,0.0289843,0.953013,-0.301539,-0.48982,0.276506,0.826814,-0.720232,0.530209,0.447375,-0.693734,-0.550461,-0.464463,0,0.64488,-0.764284
-1.15808,-0.367831,1.98289,-0.555701,0.354419,-0.752053,2.37476,-0.0790186,0.224993,-1.15844,-0.367601,1.9824,0.651223,0.25034,0.716407,-0.211703,0.966475,-0.145283,-0.728759,-0.0570541,0.682389,0.53773,-0.634069,-0.555701,0.843117,0.404401,0.354419,0,0.659103,-0.752053
-1.15808,-0.367831,1.98289,-0.555701,0.354419,-0.752053,3.43474,-0.0743202,0.474313,-1.15836,-0.367653,1.98251,0.348326,0.361019,0.865063,-0.032618,0.926968,-0.37372,-0.936806,0.10196,0.334663,0.53773,-0.634069,-0.555701,0.843117,0.404401,0.354419,0,0.659103,-0.752053
-0.123946,-0.791615,4.32281,0.520178,0.0534036,-0.852387,2.37476,-0.0790186,0.224993,-0.123478,-0.791567,4.32204,0.651223,0.25034,0.716407,-0.211703,0.966475,-0.145283,-0.728759,-0.0570541,0.682389,0.102127,0.84793,0.520178,-0.994771,0.0870519,0.0534036,0,0.522912,-0.852387
-0.123946,-0.791615,4.32281,0.520178,0.0534036,-0.852387,3.43474,-0.0743202,0.474313,-0.12372,-0.791591,4.32244,0.348326,0.361019,0.865063,-0.032618,0.926968,-0.37372,-0.936806,0.10196,0.334663,0.102127,0.84793,0.520178,-0.994771,0.0870519,0.0534036,0,0.522912,-0.852387
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-0.0699709,0.000149241,-0.256433,4.74318,-0.345261,3.24998,0.778429,-0.322575,-0.538511,0.110053,0.914709,-0.38884,0.61801,0.24342,0.747536,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,0.967411,0.0188253,0.0305543,4.74313,-0.34525,3.24998,0.754255,-0.318118,-0.57437,0.143343,0.933468,-0.328771,0.640744,0.165646,0.749673,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-0.0635082,-0.00546941,-0.2556,4.74307,-0.345235,3.24998,0.66384,-0.350889,-0.660449,0.223835,0.93584,-0.272217,0.713593,0.0328767,0.699789,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-0.0375313,0.000200289,-0.248515,4.74306,-0.345233,3.24998,0.469775,-0.398079,-0.787937,0.111978,0.912218,-0.394106,0.875656,0.0969094,0.473113,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-0.050648,-0.00635755,-0.257551,4.74307,-0.345236,3.24998,0.420311,-0.410958,-0.808982,0.103778,0.90748,-0.407076,0.901426,0.087144,0.424072,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,0.968037,0.0227491,0.0288549,4.74305,-0.34523,3.24998,0.537378,-0.374706,-0.755527,0.162987,0.925127,-0.342894,0.827442,0.0611224,0.558215,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-1.13491,-0.000532772,-0.656319,4.74307,-0.345234,3.24998,0.66608,-0.365069,-0.650433,0.261601,0.930981,-0.254638,0.6985,-0.000544139,0.71561,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-2.06087,0.00582751,-0.906417,4.74305,-0.345231,3.24998,0.336955,-0.430515,-0.837327,0.282506,0.894588,-0.34627,0.898137,-0.119873,0.423059,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-2.99057,0.00172103,-1.17815,4.74309,-0.345239,3.24998,0.677873,-0.385001,-0.626308,0.307967,0.92227,-0.233611,0.667566,-0.0345234,0.74375,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,-2.97672,0.00533445,-1.1734,4.74305,-0.34523,3.24998,0.540252,-0.407696,-0.736147,0.196951,0.911763,-0.360416,0.818131,0.0497305,0.572878,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,2.35904,-0.0136085,0.254535,4.74321,-0.345268,3.24998,0.820933,-0.287676,-0.493266,0.155462,0.943793,-0.291694,0.549455,0.162777,0.819514,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,2.34736,-0.0231971,0.236996,4.74309,-0.345239,3.24998,0.64081,-0.349865,-0.683343,0.173731,0.933114,-0.314828,0.747784,0.0830271,0.658731,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
4.74468,-0.345622,3.25002,-0.971905,0.234169,-0.0237849,2.33498,-0.0271914,0.21648,4.74308,-0.345237,3.24998,0.463992,-0.379099,-0.800622,0.183655,0.92533,-0.331715,0.866592,0.00687532,0.49897,0.234235,-0.0231232,-0.971905,0.97218,0.00557126,0.234169,0,0.999717,-0.0237849
0.289526,0.695486,1.50868,-0.85955,0.20802,-0.466798,2.37476,-0.0790186,0.224993,0.28933,0.695533,1.50857,0.651223,0.25034,0.716407,-0.211703,0.966475,-0.145283,-0.728759,-0.0570541,0.682389,0.23522,-0.453701,-0.85955,0.971942,0.1098,0.20802,0,0.884364,-0.466798
0.289526,0.695486,1.50868,-0.85955,0.20802,-0.466798,3.43474,-0.0743202,0.474313,0.289449,0.695504,1.50864,0.348326,0.361019,0.865063,-0.032618,0.926968,-0.37372,-0.936806,0.10196,0.334663,0.23522,-0.453701,-0.85955,0.971942,0.1098,0.20802,0,0.884364,-0.466798
0.289526,0.695486,1.50868,-0.85955,0.20802,-0.466798,3.42197,-0.0786547,0.471301,0.289551,0.69548,1.50869,0.113806,0.400116,0.909371,-0.0411955,0.916431,-0.398066,-0.992649,0.00784047,0.120779,0.23522,-0.453701,-0.85955,0.971942,0.1098,0.20802,0,0.884364,-0.466798
0.289526,0.695486,1.50868,-0.85955,0.20802,-0.466798,2.37302,-0.071769,0.220028,0.289312,0.695537,1.50856,0.648957,0.26859,0.711839,-0.0113873,0.938938,-0.343897,-0.76074,0.215069,0.612389,0.23522,-0.453701,-0.85955,0.971942,0.1098,0.20802,0,0.884364,-0.466798
1.31968,0.766363,1.72311,0.905148,-0.343951,-0.24981,2.37476,-0.0790186,0.224993,1.31973,0.766346,1.7231,0.651223,0.25034,0.716407,-0.211703,0.966475,-0.145283,-0.728759,-0.0570541,0.682389,-0.355213,0.233519,0.905148,-0.934785,-0.0887358,-0.343951,0,0.968295,-0.24981
1.31968,0.766363,1.72311,0.905148,-0.343951,-0.24981,3.43474,-0.0743202,0.474313,1.31953,0.766422,1.72315,0.348326,0.361019,0.865063,-0.032618,0.926968,-0.37372,-0.936806,0.10196,0.334663,-0.355213,0.233519,0.905148,-0.934785,-0.0887358,-0.343951,0,0.968295,-0.24981
0.550107,0.298475,1.74125,0.00883174,-0.497804,-0.867245,-0.0787986,-0.00266812,-0.263542,0.550112,0.29821,1.74078,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.999843,0.0153837,0.00883174,-0.0177386,-0.867108,-0.497804,0,0.497882,-0.867245
0.550107,0.298475,1.74125,0.00883174,-0.497804,-0.867245,0.938975,9.35498e-05,0.00216803,0.550111,0.298263,1.74087,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.999843,0.0153837,0.00883174,-0.0177386,-0.867108,-0.497804,0,0.497882,-0.867245
-0.577522,0.794573,1.5269,-0.239485,-0.0413084,-0.970021,0.927307,0.00413754,0.0149121,-0.577644,0.794552,1.5264,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.169978,-0.955905,-0.239485,0.985448,-0.164883,-0.0413084,0,0.243021,-0.970021
-0.577522,0.794573,1.5269,-0.239485,-0.0413084,-0.970021,-0.0862048,-0.0006734,-0.26718,-0.577645,0.794552,1.5264,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.169978,-0.955905,-0.239485,0.985448,-0.164883,-0.0413084,0,0.243021,-0.970021
-0.577522,0.794573,1.5269,-0.239485,-0.0413084,-0.970021,0.915082,0.00648427,0.0262681,-0.577621,0.794556,1.5265,0.548497,0.315269,0.77444,-0.00255502,0.926822,-0.375493,-0.836149,0.203978,0.509164,-0.169978,-0.955905,-0.239485,0.985448,-0.164883,-0.0413084,0,0.243021,-0.970021
-0.577522,0.794573,1.5269,-0.239485,-0.0413084,-0.970021,-0.0932988,-0.00036775,-0.255494,-0.577645,0.794552,1.5264,0.871074,0.123262,0.475434,0.0297983,0.95295,-0.301659,-0.490248,0.276935,0.826417,-0.169978,-0.955905,-0.239485,0.985448,-0.164883,-0.0413084,0,0.243021,-0.970021
-0.577522,0.794573,1.5269,-0.239485,-0.0413084,-0.970021,-0.092484,-5.41766e-05,-0.25601,-0.577645,0.794552,1.5264,0.871342,0.123735,0.474819,0.0289843,0.953013,-0.301539,-0.48982,0.276506,0.826814,-0.169978,-0.955905,-0.239485,0.985448,-0.164883,-0.0413084,0,0.243021,-0.970021
-1.81847,-0.400844,4.68204,0.520178,0.0534036,-0.852387,2.37476,-0.0790186,0.224993,-1.81778,-0.400773,4.68091,0.651223,0.25034,0.716407,-0.211703,0.966475,-0.145283,-0.728759,-0.0570541,0.682389,0.102127,0.84793,0.520178,-0.994771,0.0870519,0.0534036,0,0.522912,-0.852387
-1.81847,-0.400844,4.68204,0.520178,0.0534036,-0.852387,3.43474,-0.0743202,0.474313,-1.81798,-0.400793,4.68123,0.348326,0.361019,0.865063,-0.032618,0.926968,-0.37372,-0.936806,0.10196,0.334663,0.102127,0.84793,0.520178,-0.994771,0.0870519,0.0534036,0,0.522912,-0.852387
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,-0.0699709,0.000149241,-0.256433,4.76868,-0.1455,3.135,0.778429,-0.322575,-0.538511,0.110053,0.914709,-0.38884,0.61801,0.24342,0.747536,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,0.967411,0.0188253,0.0305543,4.76865,-0.145487,3.13497,0.754255,-0.318118,-0.57437,0.143343,0.933468,-0.328771,0.640744,0.165646,0.749673,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,-0.0635082,-0.00546941,-0.2556,4.76861,-0.145469,3.13494,0.66384,-0.350889,-0.660449,0.223835,0.93584,-0.272217,0.713593,0.0328767,0.699789,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,-0.0375313,0.000200289,-0.248515,4.76859,-0.145462,3.13492,0.469775,-0.398079,-0.787937,0.111978,0.912218,-0.394106,0.875656,0.0969094,0.473113,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,-0.050648,-0.00635755,-0.257551,4.7686,-0.145466,3.13493,0.420311,-0.410958,-0.808982,0.103778,0.90748,-0.407076,0.901426,0.087144,0.424072,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,0.968037,0.0227491,0.0288549,4.76859,-0.14546,3.13492,0.537378,-0.374706,-0.755527,0.162987,0.925127,-0.342894,0.827442,0.0611224,0.558215,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,-2.97672,0.00533445,-1.1734,4.76859,-0.14546,3.13492,0.540252,-0.407696,-0.736147,0.196951,0.911763,-0.360416,0.818131,0.0497305,0.572878,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,2.35904,-0.0136085,0.254535,4.7687,-0.145511,3.13503,0.820933,-0.287676,-0.493266,0.155462,0.943793,-0.291694,0.549455,0.162777,0.819514,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
4.76974,-0.145967,3.13601,-0.689959,0.304334,-0.656762,2.33498,-0.0271914,0.21648,4.76861,-0.145469,3.13494,0.463992,-0.379099,-0.800622,0.183655,0.92533,-0.331715,0.866592,0.00687532,0.49897,0.403574,-0.600903,-0.689959,0.914947,0.265052,0.304334,0,0.754098,-0.656762
-0.74376,0.904917,1.41815,0.418918,-0.662277,-0.621206,0.927307,0.00413754,0.0149121,-0.743542,0.904572,1.41783,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.845121,0.332081,0.418918,-0.534575,-0.524994,-0.662277,0,0.783647,-0.621206
-0.74376,0.904917,1.41815,0.418918,-0.662277,-0.621206,-0.0862048,-0.0006734,-0.26718,-0.743549,0.904583,1.41784,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.845121,0.332081,0.418918,-0.534575,-0.524994,-0.662277,0,0.783647,-0.621206
-0.74376,0.904917,1.41815,0.418918,-0.662277,-0.621206,-0.0890411,0.0014642,-0.262717,-0.743549,0.904583,1.41784,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.845121,0.332081,0.418918,-0.534575,-0.524994,-0.662277,0,0.783647,-0.621206
-0.74376,0.904917,1.41815,0.418918,-0.662277,-0.621206,0.915082,0.00648427,0.0262681,-0.743573,0.904621,1.41788,0.548497,0.315269,0.77444,-0.00255502,0.926822,-0.375493,-0.836149,0.203978,0.509164,-0.845121,0.332081,0.418918,-0.534575,-0.524994,-0.662277,0,0.783647,-0.621206
-0.74376,0.904917,1.41815,0.418918,-0.662277,-0.621206,-0.0932988,-0.00036775,-0.255494,-0.743542,0.904572,1.41783,0.871074,0.123262,0.475434,0.0297983,0.95295,-0.301659,-0.490248,0.276935,0.826417,-0.845121,0.332081,0.418918,-0.534575,-0.524994,-0.662277,0,0.783647,-0.621206
-0.74376,0.904917,1.41815,0.418918,-0.662277,-0.621206,-0.092484,-5.41766e-05,-0.25601,-0.743542,0.904572,1.41783,0.871342,0.123735,0.474819,0.0289843,0.953013,-0.301539,-0.48982,0.276506,0.826814,-0.845121,0.332081,0.418918,-0.534575,-0.524994,-0.662277,0,0.783647,-0.621206
-0.267464,0.920152,1.51908,0.81292,-0.0444898,-0.580674,-0.0787986,-0.00266812,-0.263542,-0.267104,0.920133,1.51882,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.0546466,0.579806,0.81292,-0.998506,-0.0317319,-0.0444898,0,0.814136,-0.580674
-0.267464,0.920152,1.51908,0.81292,-0.0444898,-0.580674,0.938975,9.35498e-05,0.00216803,-0.267102,0.920132,1.51882,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.0546466,0.579806,0.81292,-0.998506,-0.0317319,-0.0444898,0,0.814136,-0.580674
-0.267464,0.920152,1.51908,0.81292,-0.0444898,-0.580674,0.927307,0.00413754,0.0149121,-0.26708,0.920131,1.5188,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.0546466,0.579806,0.81292,-0.998506,-0.0317319,-0.0444898,0,0.814136,-0.580674
