pointX,pointY,pointZ,normalX,normalY,normalZ,camera1X,camera1Y,camera1Z,camera2X,camera2Y,camera2Z,RWorldToCamera1_11,RWorldToCamera1_12,RWorldToCamera1_13,RWorldToCamera1_21,RWorldToCamera1_22,RWorldToCamera1_23,RWorldToCamera1_31,RWorldToCamera1_32,RWorldToCamera1_33,RCamera2ToWorld_11,RCamera2ToWorld_12,RCamera2ToWorld_13,RCamera2ToWorld_21,RCamera2ToWorld_22,RCamera2ToWorld_23,RCamera2ToWorld_31,RCamera2ToWorld_32,RCamera2ToWorld_33
0.0218439,0.786365,1.69243,-0.0608453,-0.17992,-0.981798,-0.0787986,-0.00266812,-0.263542,0.0218132,0.786275,1.69194,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.947297,-0.314525,-0.0608453,0.320357,-0.930054,-0.17992,0,0.18993,-0.981798
0.0218439,0.786365,1.69243,-0.0608453,-0.17992,-0.981798,0.938975,9.35498e-05,0.00216803,0.0218156,0.786282,1.69198,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.947297,-0.314525,-0.0608453,0.320357,-0.930054,-0.17992,0,0.18993,-0.981798
0.0218439,0.786365,1.69243,-0.0608453,-0.17992,-0.981798,-0.07555,0.00103718,-0.259122,0.0218116,0.78627,1.69191,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.947297,-0.314525,-0.0608453,0.320357,-0.930054,-0.17992,0,0.18993,-0.981798
0.0218439,0.786365,1.69243,-0.0608453,-0.17992,-0.981798,0.927307,0.00413754,0.0149121,0.0218162,0.786283,1.69199,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.947297,-0.314525,-0.0608453,0.320357,-0.930054,-0.17992,0,0.18993,-0.981798
0.0218439,0.786365,1.69243,-0.0608453,-0.17992,-0.981798,-0.0890411,0.0014642,-0.262717,0.0218122,0.786271,1.69192,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.947297,-0.314525,-0.0608453,0.320357,-0.930054,-0.17992,0,0.18993,-0.981798
0.270833,0.296129,1.70459,0.805567,-0.294461,-0.514155,-0.0681423,-0.00736975,-0.257451,0.271217,0.295988,1.70435,0.847256,-0.271326,-0.456662,0.216762,0.961469,-0.169093,0.484946,0.044278,0.873423,-0.343316,0.482905,0.805567,-0.93922,-0.176517,-0.294461,0,0.857697,-0.514155
0.270833,0.296129,1.70459,0.805567,-0.294461,-0.514155,0.938975,9.35498e-05,0.00216803,0.27119,0.295998,1.70436,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.343316,0.482905,0.805567,-0.93922,-0.176517,-0.294461,0,0.857697,-0.514155
0.270833,0.296129,1.70459,0.805567,-0.294461,-0.514155,-0.0890411,0.0014642,-0.262717,0.271213,0.29599,1.70435,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.343316,0.482905,0.805567,-0.93922,-0.176517,-0.294461,0,0.857697,-0.514155
1.12813,0.237413,1.87589,0.264364,-0.408906,-0.873446,0.94399,6.40016e-05,-0.00124293,1.12827,0.23719,1.87542,0.996363,-0.0840907,-0.0137599,0.0839486,0.996414,-0.010603,0.0146021,0.00940934,0.999849,-0.839778,0.47422,0.264364,-0.54293,-0.733501,-0.408906,0,0.486921,-0.873446
1.12813,0.237413,1.87589,0.264364,-0.408906,-0.873446,-0.0787986,-0.00266812,-0.263542,1.12829,0.237167,1.87537,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.839778,0.47422,0.264364,-0.54293,-0.733501,-0.408906,0,0.486921,-0.873446
1.12813,0.237413,1.87589,0.264364,-0.408906,-0.873446,-0.07555,0.00103718,-0.259122,1.12828,0.237173,1.87538,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.839778,0.47422,0.264364,-0.54293,-0.733501,-0.408906,0,0.486921,-0.873446
1.12813,0.237413,1.87589,0.264364,-0.408906,-0.873446,0.941506,-2.77556e-17,-0.0130957,1.12826,0.237207,1.87545,0.994195,-0.0679198,0.08344,0.0915075,0.941695,-0.323784,-0.0565837,0.32954,0.942444,-0.839778,0.47422,0.264364,-0.54293,-0.733501,-0.408906,0,0.486921,-0.873446
1.12813,0.237413,1.87589,0.264364,-0.408906,-0.873446,0.945176,0.00340656,-0.00127006,1.12829,0.237162,1.87536,0.926907,-0.240605,-0.288016,0.136215,0.930799,-0.339204,0.349699,0.275178,0.895538,-0.839778,0.47422,0.264364,-0.54293,-0.733501,-0.408906,0,0.486921,-0.873446
3.6388,-0.115941,3.11232,-0.075226,0.608669,-0.78985,-0.0375313,0.000200289,-0.248515,3.63869,-0.115109,3.11124,0.469775,-0.398079,-0.787937,0.111978,0.912218,-0.394106,0.875656,0.0969094,0.473113,0.992449,-0.0968812,-0.075226,0.122658,0.783886,0.608669,0,0.6133,-0.78985
3.6388,-0.115941,3.11232,-0.075226,0.608669,-0.78985,-1.13491,-0.000532772,-0.656319,3.63869,-0.115087,3.11121,0.66608,-0.365069,-0.650433,0.261601,0.930981,-0.254638,0.6985,-0.000544139,0.71561,0.992449,-0.0968812,-0.075226,0.122658,0.783886,0.608669,0,0.6133,-0.78985
0.847092,-0.671475,2.37525,0.331589,0.107347,-0.937297,2.37476,-0.0790186,0.224993,0.847193,-0.671443,2.37497,0.651223,0.25034,0.716407,-0.211703,0.966475,-0.145283,-0.728759,-0.0570541,0.682389,0.307997,0.891732,0.331589,-0.951387,0.288685,0.107347,0,0.348532,-0.937297
0.847092,-0.671475,2.37525,0.331589,0.107347,-0.937297,3.43474,-0.0743202,0.474313,0.847085,-0.671478,2.37527,0.348326,0.361019,0.865063,-0.032618,0.926968,-0.37372,-0.936806,0.10196,0.334663,0.307997,0.891732,0.331589,-0.951387,0.288685,0.107347,0,0.348532,-0.937297
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-0.0699709,0.000149241,-0.256433,4.50072,-0.214546,3.39726,0.778429,-0.322575,-0.538511,0.110053,0.914709,-0.38884,0.61801,0.24342,0.747536,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,0.967411,0.0188253,0.0305543,4.50072,-0.214571,3.39723,0.754255,-0.318118,-0.57437,0.143343,0.933468,-0.328771,0.640744,0.165646,0.749673,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-0.0635082,-0.00546941,-0.2556,4.50071,-0.214601,3.39719,0.66384,-0.350889,-0.660449,0.223835,0.93584,-0.272217,0.713593,0.0328767,0.699789,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-0.0375313,0.000200289,-0.248515,4.50071,-0.214597,3.39719,0.469775,-0.398079,-0.787937,0.111978,0.912218,-0.394106,0.875656,0.0969094,0.473113,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-0.050648,-0.00635755,-0.257551,4.50072,-0.214586,3.39721,0.420311,-0.410958,-0.808982,0.103778,0.90748,-0.407076,0.901426,0.087144,0.424072,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-0.0681423,-0.00736975,-0.257451,4.50073,-0.214523,3.39729,0.847256,-0.271326,-0.456662,0.216762,0.961469,-0.169093,0.484946,0.044278,0.873423,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-1.13491,-0.000532772,-0.656319,4.50071,-0.214606,3.39718,0.66608,-0.365069,-0.650433,0.261601,0.930981,-0.254638,0.6985,-0.000544139,0.71561,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
4.50086,-0.213634,3.39849,-0.0928326,-0.59228,-0.800367,-2.06087,0.00582751,-0.906417,4.50071,-0.214594,3.3972,0.336955,-0.430515,-0.837327,0.282506,0.894588,-0.34627,0.898137,-0.119873,0.423059,-0.987938,-0.123935,-0.0928326,0.154847,-0.790713,-0.59228,0,0.599511,-0.800367
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-0.0699709,0.000149241,-0.256433,0.459767,0.218325,1.70412,0.778429,-0.322575,-0.538511,0.110053,0.914709,-0.38884,0.61801,0.24342,0.747536,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-1.11345,-0.000484205,-0.620124,0.459795,0.218305,1.70408,0.883336,-0.27999,-0.375931,0.21699,0.955147,-0.201519,0.415492,0.0964356,0.90447,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-1.13491,-0.000532772,-0.656319,0.459757,0.218331,1.70414,0.66608,-0.365069,-0.650433,0.261601,0.930981,-0.254638,0.6985,-0.000544139,0.71561,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-2.06087,0.00582751,-0.906417,0.459689,0.218378,1.70423,0.336955,-0.430515,-0.837327,0.282506,0.894588,-0.34627,0.898137,-0.119873,0.423059,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-0.0787986,-0.00266812,-0.263542,0.45979,0.218308,1.70409,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-0.07555,0.00103718,-0.259122,0.459782,0.218314,1.7041,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,0.941506,-2.77556e-17,-0.0130957,0.459765,0.218326,1.70413,0.994195,-0.0679198,0.08344,0.0915075,0.941695,-0.323784,-0.0565837,0.32954,0.942444,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,-0.0681423,-0.00736975,-0.257451,0.459783,0.218313,1.7041,0.847256,-0.271326,-0.456662,0.216762,0.961469,-0.169093,0.484946,0.044278,0.873423,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,0.94399,6.40016e-05,-0.00124293,0.459779,0.218316,1.70411,0.996363,-0.0840907,-0.0137599,0.0839486,0.996414,-0.010603,0.0146021,0.00940934,0.999849,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,0.938975,9.35498e-05,0.00216803,0.459742,0.218342,1.70416,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.459516,0.218498,1.70448,0.532969,-0.368464,-0.761695,0.927307,0.00413754,0.0149121,0.459696,0.218373,1.70422,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.568673,0.626542,0.532969,-0.822564,-0.433155,-0.368464,0,0.647936,-0.761695
0.831947,0.110149,1.93981,0.278434,-0.36328,-0.889102,-0.07555,0.00103718,-0.259122,0.832106,0.109941,1.9393,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.793691,0.540859,0.278434,-0.608321,-0.705673,-0.36328,0,0.457709,-0.889102
0.831947,0.110149,1.93981,0.278434,-0.36328,-0.889102,0.941506,-2.77556e-17,-0.0130957,0.83209,0.109962,1.93935,0.994195,-0.0679198,0.08344,0.0915075,0.941695,-0.323784,-0.0565837,0.32954,0.942444,-0.793691,0.540859,0.278434,-0.608321,-0.705673,-0.36328,0,0.457709,-0.889102
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,-0.0787986,-0.00266812,-0.263542,-0.284681,0.787496,1.59785,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,0.938975,9.35498e-05,0.00216803,-0.284679,0.787493,1.59785,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,0.927307,0.00413754,0.0149121,-0.284677,0.787489,1.59783,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,-0.07555,0.00103718,-0.259122,-0.284675,0.787486,1.59783,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,-0.0862048,-0.0006734,-0.26718,-0.28467,0.787478,1.5978,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,-1.18478,0.000590428,-0.649761,-0.284672,0.787481,1.59781,0.993237,-0.116101,-1.3145e-07,0.114104,0.976147,-0.184708,0.021445,0.183459,0.982793,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,-0.0890411,0.0014642,-0.262717,-0.28467,0.787478,1.5978,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
-0.284774,0.787647,1.59828,0.202552,-0.32951,-0.922169,0.915082,0.00648427,0.0262681,-0.284702,0.787531,1.59795,0.548497,0.315269,0.77444,-0.00255502,0.926822,-0.375493,-0.836149,0.203978,0.509164,-0.851916,0.48292,0.202552,-0.523678,-0.785611,-0.32951,0,0.386787,-0.922169
0.297331,-0.124038,1.94214,0.212947,-0.780047,-0.588371,0.94399,6.40016e-05,-0.00124293,0.29745,-0.124475,1.94181,0.996363,-0.0840907,-0.0137599,0.0839486,0.996414,-0.010603,0.0146021,0.00940934,0.999849,-0.964699,0.154951,0.212947,-0.263356,-0.567601,-0.780047,0,0.808591,-0.588371
0.297331,-0.124038,1.94214,0.212947,-0.780047,-0.588371,-0.0787986,-0.00266812,-0.263542,0.297451,-0.124478,1.94181,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.964699,0.154951,0.212947,-0.263356,-0.567601,-0.780047,0,0.808591,-0.588371
0.297331,-0.124038,1.94214,0.212947,-0.780047,-0.588371,0.941506,-2.77556e-17,-0.0130957,0.297438,-0.12443,1.94184,0.994195,-0.0679198,0.08344,0.0915075,0.941695,-0.323784,-0.0565837,0.32954,0.942444,-0.964699,0.154951,0.212947,-0.263356,-0.567601,-0.780047,0,0.808591,-0.588371
0.297331,-0.124038,1.94214,0.212947,-0.780047,-0.588371,0.927307,0.00413754,0.0149121,0.297413,-0.12434,1.94191,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.964699,0.154951,0.212947,-0.263356,-0.567601,-0.780047,0,0.808591,-0.588371
-0.448537,0.0497777,1.95713,0.734313,-0.206424,-0.646664,-0.0787986,-0.00266812,-0.263542,-0.448147,0.0496682,1.95678,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.270622,0.622534,0.734313,-0.962686,-0.175002,-0.206424,0,0.762775,-0.646664
-0.448537,0.0497777,1.95713,0.734313,-0.206424,-0.646664,0.938975,9.35498e-05,0.00216803,-0.448115,0.0496591,1.95675,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.270622,0.622534,0.734313,-0.962686,-0.175002,-0.206424,0,0.762775,-0.646664
-0.448537,0.0497777,1.95713,0.734313,-0.206424,-0.646664,-0.07555,0.00103718,-0.259122,-0.448172,0.0496751,1.9568,0.973927,-0.173828,-0.145775,0.106273,0.917282,-0.383797,0.200432,0.358298,0.911839,-0.270622,0.622534,0.734313,-0.962686,-0.175002,-0.206424,0,0.762775,-0.646664
-0.448537,0.0497777,1.95713,0.734313,-0.206424,-0.646664,0.927307,0.00413754,0.0149121,-0.448154,0.0496701,1.95679,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.270622,0.622534,0.734313,-0.962686,-0.175002,-0.206424,0,0.762775,-0.646664
-0.448537,0.0497777,1.95713,0.734313,-0.206424,-0.646664,-0.0862048,-0.0006734,-0.26718,-0.448123,0.0496613,1.95676,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.270622,0.622534,0.734313,-0.962686,-0.175002,-0.206424,0,0.762775,-0.646664
-0.448537,0.0497777,1.95713,0.734313,-0.206424,-0.646664,0.915082,0.00648427,0.0262681,-0.44824,0.0496944,1.95687,0.548497,0.315269,0.77444,-0.00255502,0.926822,-0.375493,-0.836149,0.203978,0.509164,-0.270622,0.622534,0.734313,-0.962686,-0.175002,-0.206424,0,0.762775,-0.646664
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,-0.0787986,-0.00266812,-0.263542,-0.43333,0.62383,1.68809,0.969678,-0.167162,-0.178275,0.144547,0.980498,-0.133154,0.197056,0.103348,0.97493,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,0.938975,9.35498e-05,0.00216803,-0.433324,0.623806,1.68807,0.948344,0.0562305,0.312221,-0.0447116,0.998033,-0.0439367,-0.314077,0.0277072,0.948993,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,-0.0862048,-0.0006734,-0.26718,-0.433318,0.623785,1.68805,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,-0.0890411,0.0014642,-0.262717,-0.433318,0.623784,1.68805,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,0.915082,0.00648427,0.0262681,-0.433344,0.623885,1.68815,0.548497,0.315269,0.77444,-0.00255502,0.926822,-0.375493,-0.836149,0.203978,0.509164,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,-0.0932988,-0.00036775,-0.255494,-0.433321,0.623797,1.68806,0.871074,0.123262,0.475434,0.0297983,0.95295,-0.301659,-0.490248,0.276935,0.826417,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.433416,0.624168,1.68841,0.183041,-0.716052,-0.673621,-0.092484,-5.41766e-05,-0.25601,-0.433321,0.623797,1.68806,0.871342,0.123735,0.474819,0.0289843,0.953013,-0.301539,-0.48982,0.276506,0.826814,-0.968847,0.16683,0.183041,-0.247662,-0.652635,-0.716052,0,0.739077,-0.673621
-0.545554,0.915423,1.45307,-0.322764,-0.427127,-0.844622,0.927307,0.00413754,0.0149121,-0.545715,0.91521,1.45265,0.847184,0.149646,0.509789,0.0418873,0.937715,-0.344871,-0.529646,0.313523,0.788149,-0.797826,-0.509212,-0.322764,0.602888,-0.673861,-0.427127,0,0.535363,-0.844622
-0.545554,0.915423,1.45307,-0.322764,-0.427127,-0.844622,-0.0862048,-0.0006734,-0.26718,-0.545716,0.915209,1.45265,0.97483,0.00736001,0.222828,0.0537713,0.96219,-0.26702,-0.216368,0.272281,0.937576,-0.797826,-0.509212,-0.322764,0.602888,-0.673861,-0.427127,0,0.535363,-0.844622
-0.545554,0.915423,1.45307,-0.322764,-0.427127,-0.844622,-0.0890411,0.0014642,-0.262717,-0.545716,0.915209,1.45264,0.97558,0.0050644,0.219585,0.0547781,0.962534,-0.26557,-0.212703,0.271113,0.938752,-0.797826,-0.509212,-0.322764,0.602888,-0.673861,-0.427127,0,0.535363,-0.844622
-0.545554,0.915423,1.45307,-0.322764,-0.427127,-0.844622,0.915082,0.00648427,0.0262681,-0.545685,0.915251,1.45273,0.548497,0.315269,0.77444,-0.00255502,0.926822,-0.375493,-0.836149,0.203978,0.509164,-0.797826,-0.509212,-0.322764,0.602888,-0.673861,-0.427127,0,0.535363,-0.844622
-0.545554,0.915423,1.45307,-0.322764,-0.427127,-0.844622,-0.0932988,-0.00036775,-0.255494,-0.545716,0.915209,1.45265,0.871074,0.123262,0.475434,0.0297983,0.95295,-0.301659,-0.490248,0.276935,0.826417,-0.797826,-0.509212,-0.322764,0.602888,-0.673861,-0.427127,0,0.535363,-0.844622
-0.545554,0.915423,1.45307,-0.322764,-0.427127,-0.844622,-0.092484,-5.41766e-05,-0.25601,-0.545716,0.915209,1.45265,0.871342,0.123735,0.474819,0.0289843,0.953013,-0.301539,-0.48982,0.276506,0.826814,-0.797826,-0.509212,-0.322764,0.602888,-0.673861,-0.427127,0,0.535363,-0.844622
0.678386,0.280885,1.72213,-0.190573,-0.471771,-0.86088,-2.06087,0.00582751,-0.906417,0.678313,0.280704,1.7218,0.336955,-0.430515,-0.837327,0.282506,0.894588,-0.34627,0.898137,-0.119873,0.423059,-0.927208,-0.322441,-0.190573,0.374548,-0.798214,-0.471771,0,0.508808,-0.86088
0.678386,0.280885,1.72213,-0.190573,-0.471771,-0.86088,-1.11345,-0.000484205,-0.620124,0.678279,0.280621,1.72165,0.883336,-0.27999,-0.375931,0.21699,0.955147,-0.201519,0.415492,0.0964356,0.90447,-0.927208,-0.322441,-0.190573,0.374548,-0.798214,-0.471771,0,0.508808,-0.86088
0.705335,0.233957,1.76792,0.241935,-0.517849,-0.820549,0.94399,6.40016e-05,-0.00124293,0.705459,0.233692,1.7675,0.996363,-0.0840907,-0.0137599,0.0839486,0.996414,-0.010603,0.0146021,0.00940934,0.999849,-0.906001,0.347319,0.241935,-0.423276,-0.743418,-0.517849,0,0.571577,-0.820549
